Employee_Number,Age,Gender,Education,Education_Field,Environment_Satisfaction,Marital_Status,Num_Companies_Worked,Over_18,Work_Life_Balance,Total_Working_Years,Distance_from_Home,Employee_Count,Years_at_Company,Business_Travel,Department,Job_Involvement,Job_Level,Job_Role,Years_in_Current_Role,Years_since_Last_Promotion,Years_with_Curr_Manager,Daily_Rate,Hourly_Rate,Monthly_Rate,Over_Time,Percent_Salary_Hike,Standard_Hours,Stock_Option_Level,Job_Satisfaction,Performance_Rating,Satisfaction_with_Manager,Training_Times_Last_Year,Attrition,Monthly_Income
192,33,Male,3,Other,4,Single,1,Y,3,6,2,1,6,Travel Rarely,Sales,3,2,Sales Executive,5,1,4,304,60,18686,No,22,80,0,4,4,3,5,No,6274
308,45,Female,4,Life Sciences,4,Married,3,Y,3,27,26,1,5,Travel Rarely,Human Resources,3,5,Manager,2,1,0,1176,98,5220,No,11,80,1,3,3,3,2,No,19658
825,29,Male,4,Technical Degree,3,Married,3,Y,3,9,29,1,4,Travel Rarely,Sales,3,3,Sales Executive,2,1,3,1288,33,17799,No,12,80,1,2,3,2,3,No,9250
496,33,Female,3,Life Sciences,2,Married,1,Y,3,10,19,1,10,Travel Rarely,Research & Development,2,1,Research Scientist,9,8,7,678,35,20338,No,12,80,0,4,3,2,3,No,2929
223,40,Male,3,Life Sciences,3,Single,0,Y,2,22,12,1,21,Travel Frequently,Sales,3,4,Sales Executive,9,13,14,481,44,2447,Yes,12,80,0,1,3,2,2,Yes,13758
707,57,Female,3,Medical,2,Married,4,Y,2,9,9,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,0,0,0,1145,75,11873,Yes,20,80,1,2,4,2,3,No,3346
1356,56,Male,1,Life Sciences,4,Divorced,9,Y,2,3,2,1,1,Travel Frequently,Research & Development,2,1,Laboratory Technician,0,0,0,781,57,13384,Yes,14,80,1,4,3,4,3,Yes,2380
394,28,Female,3,Medical,3,Divorced,1,Y,3,1,3,1,1,Travel Frequently,Research & Development,3,1,Research Scientist,0,0,0,160,71,22653,No,20,80,1,3,4,3,2,No,2083
1445,52,Male,2,Medical,1,Married,4,Y,2,24,5,1,4,Travel Rarely,Research & Development,3,5,Research Director,2,1,2,821,86,8509,No,11,80,1,1,3,3,4,No,19406
1322,28,Male,1,Life Sciences,4,Married,8,Y,2,4,16,1,2,Travel Rarely,Sales,3,2,Sales Executive,1,2,2,1358,96,2939,No,15,80,2,3,3,3,2,No,5301
833,53,Male,4,Medical,3,Married,2,Y,4,16,19,1,9,Travel Rarely,Human Resources,3,3,Human Resources,7,7,1,397,88,6729,No,15,80,1,2,3,3,1,No,10725
1437,34,Male,4,Life Sciences,1,Single,2,Y,3,18,18,1,11,Non-Travel,Research & Development,3,2,Manufacturing Director,9,0,9,217,78,23238,No,20,80,0,4,4,1,0,No,7779
245,30,Male,4,Life Sciences,3,Single,0,Y,3,3,9,1,2,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,2,408,42,7551,Yes,16,80,0,2,3,4,5,No,2657
1176,28,Male,3,Human Resources,1,Divorced,4,Y,3,4,13,1,2,Travel Rarely,Human Resources,2,1,Human Resources,2,2,0,350,56,3157,Yes,15,80,3,1,3,4,3,Yes,2335
784,25,Female,3,Medical,2,Married,7,Y,3,5,8,1,3,Travel Rarely,Research & Development,4,1,Research Scientist,2,0,2,486,86,22490,No,17,80,0,3,3,1,0,No,3517
545,27,Male,2,Technical Degree,2,Single,1,Y,2,10,24,1,10,Non-Travel,Research & Development,2,3,Healthcare Representative,7,1,9,1366,72,12355,No,12,80,0,1,3,1,2,Yes,8722
189,33,Female,4,Other,1,Single,1,Y,3,16,6,1,16,Travel Rarely,Research & Development,3,2,Research Scientist,13,2,10,665,41,12482,No,14,80,0,3,3,3,3,No,4809
927,41,Female,2,Life Sciences,1,Divorced,2,Y,3,19,29,1,5,Travel Frequently,Research & Development,3,2,Research Scientist,4,0,2,532,92,12932,No,11,80,1,3,3,2,3,No,4556
792,26,Female,3,Medical,4,Single,1,Y,2,7,9,1,7,Travel Rarely,Research & Development,3,1,Research Scientist,7,0,3,894,99,11781,No,16,80,0,2,3,4,2,No,2279
958,51,Female,3,Marketing,3,Married,2,Y,3,30,2,1,15,Travel Frequently,Sales,2,3,Sales Executive,7,6,12,124,38,23537,No,12,80,1,2,3,1,2,No,7525
626,28,Male,3,Marketing,3,Married,1,Y,3,10,10,1,10,Travel Rarely,Sales,2,2,Sales Executive,3,1,4,852,72,2706,No,18,80,1,3,3,1,3,No,6578
357,33,Male,4,Technical Degree,4,Married,1,Y,2,8,10,1,8,Travel Frequently,Research & Development,2,2,Healthcare Representative,2,7,7,653,92,15332,No,14,80,1,3,3,2,3,No,5063
790,34,Male,4,Other,3,Divorced,1,Y,1,5,14,1,4,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,0,2,622,39,10074,Yes,24,80,1,2,4,4,2,Yes,3743
983,40,Male,2,Life Sciences,4,Single,3,Y,3,21,23,1,2,Travel Rarely,Sales,3,3,Sales Executive,0,0,2,1206,80,11591,Yes,16,80,0,3,3,4,2,No,7082
1304,38,Female,2,Medical,3,Married,1,Y,3,8,2,1,8,Travel Frequently,Research & Development,4,2,Healthcare Representative,7,3,7,791,38,9931,No,24,80,1,2,4,4,2,No,4244
866,24,Male,3,Medical,3,Single,0,Y,2,8,1,1,7,Travel Rarely,Research & Development,3,1,Laboratory Technician,7,7,6,157,95,20006,No,13,80,0,1,3,4,6,No,2867
829,41,Female,3,Human Resources,3,Married,0,Y,3,21,10,1,20,Travel Rarely,Human Resources,3,4,Manager,7,0,9,1147,31,16616,No,14,80,1,1,3,3,5,No,16799
532,22,Male,3,Medical,2,Single,2,Y,2,4,9,1,0,Travel Frequently,Research & Development,3,1,Laboratory Technician,0,0,0,381,89,16998,Yes,11,80,0,1,3,3,2,Yes,3172
1250,34,Male,4,Technical Degree,1,Divorced,4,Y,3,12,8,1,7,Non-Travel,Sales,3,2,Sales Executive,7,0,7,1229,84,25952,No,13,80,2,4,3,4,3,No,5079
1011,44,Male,3,Life Sciences,1,Married,6,Y,1,26,2,1,3,Travel Rarely,Research & Development,3,4,Research Director,2,0,1,1009,51,2288,No,13,80,0,3,3,3,2,No,17861
292,39,Female,1,Marketing,3,Divorced,0,Y,4,23,4,1,22,Travel Rarely,Sales,3,3,Sales Executive,14,13,5,796,81,26458,Yes,13,80,1,3,3,4,3,No,10447
818,31,Female,1,Life Sciences,2,Single,1,Y,3,10,16,1,10,Travel Frequently,Research & Development,1,1,Research Scientist,2,6,7,1125,72,4681,Yes,22,80,0,1,4,2,5,Yes,3919
630,39,Male,2,Life Sciences,1,Divorced,6,Y,1,5,5,1,1,Non-Travel,Research & Development,2,1,Research Scientist,0,0,0,906,95,20293,No,17,80,1,1,3,1,2,Yes,2107
484,36,Female,3,Technical Degree,4,Married,1,Y,3,15,1,1,15,Travel Rarely,Research & Development,3,3,Research Director,12,5,11,1333,80,16292,No,13,80,1,1,3,2,3,No,13582
863,16,Male,3,Marketing,2,Single,1,Y,3,0,5,1,0,Travel Frequently,Sales,3,1,Sales Representative,0,0,0,1306,69,8059,Yes,14,80,0,2,3,4,3,Yes,1878
53,39,Male,4,Life Sciences,1,Married,8,Y,2,8,1,1,1,Travel Rarely,Research & Development,3,1,Laboratory Technician,0,0,0,543,83,4060,No,19,80,2,4,3,3,3,No,2406
1364,51,Female,3,Life Sciences,3,Single,7,Y,2,6,2,1,2,Travel Rarely,Research & Development,2,1,Laboratory Technician,2,2,2,1323,89,3300,No,15,80,0,4,3,2,3,No,3212
1212,41,Male,3,Life Sciences,1,Married,1,Y,3,10,11,1,10,Travel Rarely,Research & Development,3,3,Healthcare Representative,9,0,9,574,30,16873,No,17,80,1,3,3,2,1,No,7510
1329,47,Male,3,Life Sciences,1,Single,2,Y,3,19,6,1,2,Travel Rarely,Research & Development,2,2,Healthcare Representative,2,2,2,277,97,13119,No,13,80,0,3,3,4,0,No,4240
821,25,Female,3,Medical,4,Single,8,Y,1,9,7,1,7,Travel Rarely,Research & Development,2,2,Healthcare Representative,6,0,7,975,55,23398,No,19,80,0,1,3,1,2,No,6811
850,26,Male,4,Medical,3,Single,6,Y,2,5,2,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,2,2,1,890,46,16374,No,17,80,0,3,3,4,3,Yes,4382
1190,36,Female,3,Medical,1,Single,4,Y,3,8,11,1,3,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,0,2,1462,94,19106,No,18,80,0,3,3,1,6,No,3629
1098,29,Male,3,Life Sciences,3,Married,1,Y,3,11,2,1,11,Travel Rarely,Research & Development,2,2,Healthcare Representative,10,10,8,288,99,15830,No,19,80,3,4,3,1,3,No,4152
129,26,Male,4,Life Sciences,2,Single,1,Y,3,7,9,1,7,Travel Rarely,Sales,3,2,Sales Executive,5,0,7,304,92,20750,No,16,80,0,4,3,4,1,No,5253
892,32,Male,3,Medical,1,Married,0,Y,3,15,9,1,14,Travel Rarely,Research & Development,3,1,Research Scientist,10,4,10,117,60,6311,No,13,80,1,4,3,2,5,No,2781
820,26,Female,4,Medical,1,Divorced,0,Y,2,6,6,1,5,Travel Rarely,Research & Development,2,1,Research Scientist,3,0,3,798,66,5013,No,12,80,2,3,3,3,5,No,2187
801,51,Male,4,Marketing,3,Married,1,Y,4,34,3,1,34,Travel Rarely,Sales,2,4,Manager,6,1,16,621,31,10084,No,11,80,0,1,3,1,3,No,16856
162,28,Male,3,Life Sciences,3,Married,3,Y,3,10,16,1,7,Travel Rarely,Research & Development,4,2,Healthcare Representative,0,1,7,305,58,9128,No,16,80,1,3,3,3,3,No,5294
548,30,Male,5,Human Resources,4,Married,0,Y,3,2,18,1,1,Travel Rarely,Human Resources,4,1,Human Resources,0,0,0,359,89,21495,No,17,80,0,1,3,3,4,Yes,2956
584,33,Male,2,Other,1,Single,4,Y,3,9,25,1,3,Travel Rarely,Research & Development,2,2,Laboratory Technician,2,0,2,538,54,14004,No,14,80,0,4,3,4,3,No,3681
1446,39,Female,1,Medical,4,Single,0,Y,2,5,2,1,4,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,3,804,86,22929,Yes,20,80,0,4,4,4,2,No,2342
1143,28,Female,3,Technical Degree,1,Married,0,Y,3,10,6,1,9,Travel Rarely,Research & Development,2,2,Laboratory Technician,2,6,7,1138,48,23631,No,12,80,1,4,3,1,6,No,4627
1332,33,Male,2,Life Sciences,3,Single,2,Y,3,10,18,1,2,Travel Frequently,Research & Development,3,3,Manufacturing Director,2,2,2,200,60,19944,No,11,80,0,4,3,3,2,No,9362
139,31,Male,3,Life Sciences,4,Single,1,Y,3,5,25,1,5,Travel Rarely,Research & Development,2,2,Manufacturing Director,3,0,2,575,44,24152,No,13,80,0,2,3,4,2,No,4320
1430,33,Female,3,Medical,4,Single,1,Y,4,9,9,1,8,Travel Rarely,Research & Development,2,3,Healthcare Representative,7,7,7,1442,46,17654,No,14,80,0,2,3,2,3,No,8621
224,36,Female,3,Medical,3,Married,3,Y,3,18,10,1,1,Travel Rarely,Research & Development,3,2,Healthcare Representative,0,0,0,1495,76,22174,No,19,80,1,3,3,3,4,No,9824
1174,17,Female,3,Life Sciences,2,Single,1,N,3,1,25,1,1,Travel Rarely,Research & Development,4,1,Research Scientist,0,0,1,265,57,21221,Yes,12,80,0,4,3,4,2,No,2994
811,33,Female,4,Life Sciences,1,Single,0,Y,3,13,7,1,12,Travel Rarely,Research & Development,3,3,Research Director,6,2,11,419,53,21293,No,11,80,0,2,3,3,4,No,11994
998,24,Male,3,Life Sciences,3,Married,1,Y,3,8,1,1,8,Travel Rarely,Sales,3,2,Sales Executive,7,7,7,933,57,20156,No,17,80,1,3,3,2,3,No,5296
1412,28,Male,2,Life Sciences,3,Married,1,Y,3,10,23,1,10,Travel Rarely,Research & Development,4,1,Research Scientist,7,0,7,1252,81,23779,No,24,80,1,3,4,3,3,No,2700
856,43,Male,4,Other,4,Married,9,Y,3,12,8,1,10,Travel Rarely,Research & Development,3,2,Research Scientist,9,9,8,549,75,9278,No,14,80,2,4,3,1,3,No,3697
621,38,Male,4,Medical,4,Divorced,8,Y,3,3,9,1,1,Travel Frequently,Research & Development,3,1,Research Scientist,1,0,0,1469,35,25063,Yes,14,80,1,2,3,4,2,No,3617
704,28,Male,3,Medical,1,Divorced,1,Y,2,10,5,1,10,Travel Rarely,Sales,2,2,Sales Executive,0,0,9,991,43,3356,Yes,13,80,1,2,3,2,3,No,4187
569,33,Male,4,Other,3,Married,1,Y,3,16,22,1,15,Travel Frequently,Research & Development,2,2,Research Scientist,10,6,11,735,86,26496,Yes,15,80,0,4,3,2,3,No,5747
578,29,Male,3,Life Sciences,1,Divorced,1,Y,2,10,23,1,10,Travel Frequently,Research & Development,1,1,Research Scientist,7,0,9,1312,96,22310,No,25,80,3,3,4,3,2,No,2613
396,29,Male,4,Life Sciences,2,Married,3,Y,4,13,7,1,7,Travel Rarely,Sales,2,1,Sales Representative,7,5,2,154,41,11737,No,15,80,0,3,3,2,2,No,2329
961,34,Female,4,Life Sciences,3,Single,1,Y,3,9,26,1,9,Travel Rarely,Human Resources,3,3,Human Resources,0,1,7,1146,31,16642,Yes,16,80,0,4,3,3,2,No,8837
1400,38,Female,2,Medical,4,Married,4,Y,2,12,3,1,1,Travel Rarely,Sales,3,2,Sales Executive,0,0,0,1162,41,17778,Yes,18,80,0,3,3,1,3,Yes,5238
1297,29,Male,3,Life Sciences,3,Divorced,0,Y,4,6,1,1,5,Travel Rarely,Human Resources,3,1,Human Resources,3,1,3,330,46,15428,No,21,80,1,3,4,1,3,No,2064
591,39,Male,2,Life Sciences,3,Divorced,9,Y,3,6,16,1,4,Non-Travel,Research & Development,3,1,Research Scientist,2,0,0,458,74,8532,No,16,80,1,3,3,2,0,No,3544
876,32,Female,3,Life Sciences,4,Married,5,Y,2,7,1,1,5,Travel Rarely,Research & Development,2,1,Laboratory Technician,4,0,2,401,86,3708,No,17,80,1,2,3,1,2,No,3294
213,32,Male,2,Medical,2,Divorced,1,Y,2,1,1,1,1,Non-Travel,Research & Development,2,1,Laboratory Technician,1,0,0,1313,59,20439,No,12,80,3,3,3,3,2,No,2008
918,38,Male,3,Medical,3,Single,1,Y,4,21,14,1,20,Travel Rarely,Research & Development,2,5,Research Director,7,4,9,1308,44,17544,No,14,80,0,3,3,1,2,No,19626
1096,30,Female,4,Medical,3,Single,1,Y,2,11,7,1,11,Travel Rarely,Research & Development,3,3,Manufacturing Director,9,4,10,1232,39,25713,Yes,14,80,0,4,3,3,2,No,7143
873,29,Female,2,Medical,3,Single,1,Y,3,12,1,1,12,Travel Frequently,Research & Development,3,2,Laboratory Technician,8,3,7,721,58,10781,No,23,80,0,4,4,4,2,No,4011
880,45,Female,3,Technical Degree,1,Divorced,2,Y,3,25,3,1,19,Travel Rarely,Sales,4,4,Sales Executive,17,2,8,1319,45,7739,No,12,80,1,1,3,4,5,No,13225
2,24,Male,1,Medical,4,Married,1,Y,3,2,7,1,2,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,1,1280,64,26897,No,11,80,2,4,3,3,2,No,2889
1150,31,Male,2,Marketing,3,Married,0,Y,4,8,22,1,7,Non-Travel,Sales,3,2,Sales Executive,7,0,7,750,95,15480,No,13,80,1,2,3,1,2,No,6146
447,45,Female,3,Marketing,3,Married,2,Y,3,15,10,1,3,Travel Rarely,Sales,2,3,Sales Executive,2,1,2,1125,94,11563,Yes,19,80,1,4,3,3,3,No,9071
689,33,Female,4,Life Sciences,4,Divorced,2,Y,4,16,2,1,1,Non-Travel,Research & Development,3,2,Healthcare Representative,0,0,0,1225,61,4761,No,11,80,1,1,3,1,2,No,5093
171,30,Male,3,Medical,3,Married,1,Y,4,10,8,1,10,Travel Rarely,Sales,4,2,Sales Executive,7,0,8,604,56,11693,No,15,80,2,4,3,3,4,No,6209
1270,35,Male,2,Life Sciences,2,Married,4,Y,3,8,19,1,1,Travel Rarely,Research & Development,3,1,Research Scientist,0,0,0,408,73,10227,No,21,80,0,2,4,1,1,No,3022
1406,42,Female,3,Medical,1,Married,7,Y,3,21,6,1,16,Travel Rarely,Research & Development,2,5,Manager,12,6,14,823,81,22539,No,13,80,0,3,3,4,2,No,19392
925,44,Female,4,Medical,3,Married,2,Y,4,7,7,1,1,Non-Travel,Research & Development,3,2,Manufacturing Director,0,0,0,1144,30,16044,No,14,80,0,3,3,3,2,No,5258
735,32,Male,4,Other,3,Single,3,Y,3,6,1,1,3,Travel Rarely,Research & Development,2,1,Research Scientist,2,0,2,1198,100,3339,Yes,11,80,0,1,3,2,1,No,2799
665,41,Male,3,Medical,2,Divorced,8,Y,2,7,12,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,3,0,4,855,57,8952,No,22,80,3,2,4,2,6,No,2766
353,22,Female,2,Life Sciences,4,Married,1,Y,3,1,13,1,1,Non-Travel,Sales,3,1,Sales Representative,0,0,0,830,78,7103,No,13,80,1,2,3,3,2,No,2033
682,54,Male,4,Medical,2,Divorced,2,Y,4,31,1,1,7,Travel Rarely,Research & Development,4,4,Research Director,7,0,0,1136,81,12414,No,13,80,2,4,3,4,4,No,14732
429,34,Male,1,Life Sciences,3,Married,0,Y,3,4,6,1,3,Travel Rarely,Research & Development,3,1,Research Scientist,2,2,2,735,66,6020,Yes,14,80,0,3,3,4,3,No,3506
1324,32,Female,2,Marketing,4,Divorced,0,Y,2,3,6,1,2,Travel Frequently,Sales,1,1,Sales Representative,2,1,0,296,33,12253,No,16,80,1,3,3,4,3,Yes,2351
78,26,Male,1,Technical Degree,3,Married,5,Y,3,6,1,1,2,Travel Frequently,Research & Development,2,2,Manufacturing Director,2,2,0,472,60,9679,No,19,80,1,1,3,3,1,No,4298
728,36,Male,2,Life Sciences,4,Married,1,Y,3,1,2,1,1,Travel Frequently,Research & Development,3,1,Laboratory Technician,0,0,0,1490,42,12106,Yes,23,80,1,4,4,3,3,No,1702
738,31,Female,1,Life Sciences,3,Divorced,1,Y,3,1,2,1,1,Non-Travel,Sales,3,1,Sales Representative,0,0,0,862,76,14947,No,12,80,3,1,3,3,3,No,2827
995,27,Male,4,Medical,1,Married,9,Y,4,4,1,1,2,Travel Rarely,Research & Development,3,1,Research Scientist,2,2,2,1092,36,26124,Yes,14,80,3,4,3,2,3,Yes,4787
1002,20,Female,1,Technical Degree,4,Single,1,Y,4,2,1,1,2,Travel Rarely,Research & Development,2,1,Research Scientist,2,2,2,984,70,25326,Yes,11,80,0,2,3,3,6,No,2070
92,42,Male,4,Other,2,Divorced,4,Y,2,21,6,1,1,Travel Rarely,Research & Development,2,4,Research Director,0,0,0,782,50,2671,Yes,14,80,1,4,3,3,3,No,16627
848,48,Female,3,Medical,4,Divorced,4,Y,2,17,16,1,2,Travel Rarely,Research & Development,3,1,Laboratory Technician,2,2,2,464,74,24941,Yes,16,80,1,1,3,2,2,No,2587
282,25,Female,3,Life Sciences,2,Single,1,Y,3,1,4,1,1,Travel Rarely,Research & Development,3,1,Research Scientist,1,0,0,618,76,17808,No,19,80,0,3,3,3,2,No,2318
695,40,Female,2,Medical,3,Divorced,2,Y,3,11,21,1,5,Non-Travel,Research & Development,3,2,Manufacturing Director,3,0,2,926,36,16439,No,16,80,1,3,3,2,5,No,5265
351,54,Female,3,Life Sciences,3,Single,2,Y,3,30,2,1,5,Travel Rarely,Research & Development,3,4,Manager,4,1,2,1311,97,23258,Yes,13,80,0,4,3,3,2,No,16659
1209,21,Male,3,Technical Degree,4,Married,2,Y,3,4,10,1,2,Travel Rarely,Research & Development,4,1,Research Scientist,2,2,2,977,45,12826,No,16,80,1,3,3,4,2,No,2073
562,40,Male,2,Medical,4,Married,0,Y,3,23,2,1,22,Travel Rarely,Research & Development,3,4,Manager,6,13,7,469,35,14399,No,17,80,1,1,3,4,3,No,17665
1427,21,Male,1,Life Sciences,1,Single,0,Y,3,5,20,1,4,Travel Rarely,Research & Development,3,2,Laboratory Technician,3,1,2,507,97,24812,No,14,80,0,3,3,2,2,No,2272
372,50,Female,4,Medical,3,Married,3,Y,3,31,25,1,9,Travel Frequently,Research & Development,2,4,Manufacturing Director,8,0,0,890,81,19028,No,22,80,0,4,4,3,3,No,13826
1168,45,Female,2,Medical,1,Divorced,5,Y,3,20,2,1,5,Travel Rarely,Research & Development,3,2,Manufacturing Director,0,0,4,983,65,7389,No,13,80,3,4,3,3,2,No,5070
654,23,Male,3,Life Sciences,1,Married,2,Y,3,6,28,1,2,Travel Rarely,Sales,2,2,Sales Executive,2,2,2,959,41,24835,No,18,80,0,3,3,4,3,No,8639
269,55,Female,4,Life Sciences,2,Married,9,Y,3,7,14,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,4,4,3,441,72,4510,Yes,18,80,3,2,3,1,2,Yes,4963
366,35,Male,3,Medical,3,Divorced,4,Y,3,13,6,1,7,Travel Rarely,Research & Development,4,2,Research Scientist,7,6,7,1319,51,17001,Yes,13,80,2,1,3,1,2,No,5974
13,30,Female,4,Marketing,3,Married,1,Y,3,14,1,1,14,Travel Rarely,Sales,3,3,Sales Executive,10,5,7,801,48,24032,No,19,80,2,4,3,3,3,No,10422
1312,37,Female,3,Life Sciences,4,Married,8,Y,3,13,2,1,5,Travel Rarely,Human Resources,2,2,Human Resources,4,0,4,1383,42,7790,No,11,80,2,4,3,3,2,No,5204
126,47,Male,4,Technical Degree,4,Married,6,Y,3,22,8,1,9,Travel Rarely,Sales,2,4,Sales Executive,8,2,3,174,56,11879,No,17,80,1,2,3,2,3,No,13120
597,27,Male,3,Life Sciences,3,Divorced,1,Y,3,3,6,1,3,Travel Frequently,Research & Development,2,1,Research Scientist,1,0,2,773,39,22088,Yes,14,80,1,3,3,4,2,No,2703
34,28,Female,2,Medical,4,Married,1,Y,3,11,28,1,10,Travel Rarely,Research & Development,3,2,Research Scientist,8,1,9,1275,64,11934,No,13,80,2,4,3,4,2,No,5775
553,46,Female,2,Marketing,3,Married,0,Y,3,8,2,1,7,Travel Rarely,Sales,3,2,Sales Executive,6,7,7,249,35,17783,Yes,22,80,1,4,4,1,2,No,4537
1281,25,Male,3,Life Sciences,2,Married,1,Y,3,6,4,1,6,Travel Rarely,Research & Development,4,2,Manufacturing Director,2,0,3,155,87,5174,Yes,20,80,1,2,4,2,0,No,6142
392,36,Female,3,Medical,3,Married,6,Y,3,17,10,1,5,Travel Rarely,Research & Development,3,1,Laboratory Technician,4,0,3,921,98,17663,No,20,80,1,1,4,2,3,No,3452
668,42,Male,3,Life Sciences,3,Single,3,Y,3,7,5,1,5,Non-Travel,Research & Development,2,1,Laboratory Technician,2,0,3,981,90,7973,No,14,80,0,3,3,4,5,No,3162
1283,46,Male,5,Medical,3,Married,2,Y,3,23,4,1,2,Travel Frequently,Research & Development,2,4,Manager,2,2,2,365,89,5602,No,25,80,1,4,4,2,3,No,15202
475,37,Male,2,Life Sciences,2,Divorced,2,Y,4,10,9,1,5,Travel Rarely,Research & Development,3,1,Research Scientist,2,0,3,1206,71,14293,No,19,80,2,4,3,4,0,No,4771
581,35,Female,3,Life Sciences,4,Single,1,Y,3,17,1,1,17,Travel Rarely,Research & Development,3,1,Research Scientist,12,5,7,1372,42,15881,No,12,80,0,4,3,2,3,No,2115
971,27,Female,3,Marketing,2,Single,1,Y,3,2,9,1,2,Travel Rarely,Sales,1,1,Sales Representative,2,2,2,428,52,14630,No,13,80,0,2,3,3,3,Yes,2760
1453,39,Female,3,Life Sciences,2,Divorced,2,Y,3,15,12,1,7,Travel Rarely,Research & Development,3,2,Healthcare Representative,4,7,7,750,47,10748,No,12,80,1,1,3,2,3,No,4448
641,28,Male,4,Life Sciences,2,Divorced,9,Y,2,10,5,1,5,Travel Frequently,Research & Development,2,1,Research Scientist,4,0,3,1012,75,2373,No,12,80,1,4,3,2,3,No,3761
970,37,Male,3,Life Sciences,4,Single,2,Y,2,21,9,1,6,Non-Travel,Research & Development,3,5,Manager,0,1,3,105,87,15302,No,13,80,0,4,3,3,3,No,19431
1293,31,Female,4,Medical,3,Married,6,Y,3,7,4,1,3,Travel Rarely,Research & Development,2,1,Research Scientist,2,1,1,147,47,13248,No,21,80,0,2,4,4,3,No,2622
124,41,Male,2,Other,2,Married,4,Y,3,8,5,1,2,Travel Frequently,Research & Development,3,1,Laboratory Technician,2,2,0,1474,97,9260,No,17,80,1,3,3,4,4,No,2093
1184,37,Female,2,Medical,3,Married,4,Y,2,9,2,1,6,Travel Frequently,Research & Development,2,1,Laboratory Technician,1,0,5,594,75,15963,No,14,80,1,2,3,2,4,No,2468
494,33,Male,4,Medical,2,Married,0,Y,1,6,18,1,5,Travel Rarely,Sales,3,2,Sales Executive,3,0,4,682,71,15975,No,16,80,1,1,3,4,2,No,5561
1344,33,Male,4,Life Sciences,3,Married,3,Y,3,6,3,1,0,Non-Travel,Research & Development,2,1,Research Scientist,0,0,0,697,40,22478,No,17,80,3,4,3,4,2,No,2979
181,45,Female,2,Life Sciences,2,Single,4,Y,3,8,27,1,5,Travel Frequently,Sales,4,2,Sales Executive,4,1,3,719,77,10339,Yes,12,80,0,3,3,4,2,Yes,6397
965,28,Male,1,Medical,4,Married,1,Y,3,1,6,1,1,Travel Rarely,Human Resources,2,1,Human Resources,0,0,0,352,87,15434,No,11,80,0,2,3,4,3,No,2804
883,44,Female,3,Life Sciences,4,Single,8,Y,3,8,20,1,5,Travel Rarely,Sales,3,2,Sales Executive,3,0,1,374,50,23333,No,15,80,0,3,3,3,3,No,4850
1402,30,Male,4,Medical,3,Married,0,Y,3,6,1,1,5,Non-Travel,Research & Development,1,2,Manufacturing Director,4,1,4,979,90,4381,No,12,80,1,3,3,4,2,No,4345
493,40,Female,4,Life Sciences,1,Married,0,Y,3,21,28,1,20,Travel Rarely,Research & Development,2,4,Manufacturing Director,7,0,10,582,60,5640,No,23,80,1,2,4,3,3,No,13570
521,50,Male,3,Medical,4,Divorced,5,Y,3,13,2,1,4,Travel Rarely,Research & Development,1,2,Manufacturing Director,1,1,2,1302,84,16321,No,18,80,1,2,3,4,3,No,5482
1268,53,Male,3,Medical,4,Married,5,Y,3,24,2,1,5,Travel Rarely,Research & Development,3,5,Manager,2,1,4,725,78,21199,Yes,13,80,1,1,3,4,2,Yes,19859
4,42,Male,3,Life Sciences,4,Married,3,Y,3,7,15,1,2,Travel Frequently,Sales,2,2,Sales Executive,2,2,2,775,47,23683,No,18,80,1,4,3,3,5,No,6804
1296,30,Male,3,Life Sciences,1,Married,3,Y,3,12,20,1,1,Travel Frequently,Research & Development,3,3,Healthcare Representative,0,0,0,534,66,22908,No,12,80,0,3,3,1,2,Yes,9824
107,37,Female,4,Technical Degree,4,Single,1,Y,3,20,2,1,20,Travel Rarely,Research & Development,2,2,Healthcare Representative,7,11,10,408,80,20978,No,11,80,0,3,3,1,4,No,4553
481,28,Male,1,Life Sciences,4,Married,1,Y,2,10,1,1,10,Travel Rarely,Research & Development,2,2,Laboratory Technician,8,3,0,852,55,15998,Yes,12,80,2,4,3,3,1,No,5126
369,23,Male,1,Technical Degree,4,Married,1,Y,4,7,4,1,7,Travel Rarely,Research & Development,3,1,Laboratory Technician,7,5,6,1219,32,4605,Yes,15,80,1,4,3,2,3,Yes,3691
878,46,Female,1,Medical,1,Married,3,Y,1,15,29,1,0,Travel Rarely,Sales,3,3,Manager,0,0,0,530,91,23978,No,21,80,1,3,4,2,3,No,12504
1077,29,Female,3,Life Sciences,1,Single,1,Y,4,1,8,1,1,Travel Rarely,Research & Development,2,1,Research Scientist,0,0,0,202,34,22262,No,12,80,0,2,3,3,3,Yes,1261
1233,29,Male,3,Life Sciences,2,Married,6,Y,1,7,2,1,2,Travel Frequently,Research & Development,3,1,Laboratory Technician,2,2,2,523,94,21081,Yes,13,80,1,4,3,3,2,Yes,3722
